AdjustedTime,CombinedGazeRayWorldDirection,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldValid,GazeData_TimeStamp,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftGazeRayWorldDirection,LeftGazeRayWorldOrigin,LeftGazeRayWorldValid,LeftPupilDiameter,LeftPupilDiameterValid,Pose_Position,Pose_Rotation,Pose_Valid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightGazeRayWorldDirection,RightGazeRayWorldOrigin,RightGazeRayWorldValid,RightPupilDiameter,RightPupilDiameterValid
11.505834,"(-0.75098430, 0.01253292, -0.66020120)","(431.28030000, 406.90970000, 459.99910000)",True,992861251,"(0.05360413, -0.29425050, 0.95420840)",True,"(-0.03562204, 0.00960719, -0.04330431)",True,"(-0.74485990, 0.00233567, -0.66721680)","(431.30480000, 406.90670000, 459.97880000)",True,0.00272746,True,"(431.24860000, 406.91250000, 459.97260000)","(0.08676152, 0.91476650, 0.12460230, -0.37436470)",True,"(0.07347107, -0.27554320, 0.95846560)",True,"(0.02796657, 0.00969254, -0.03700420)",True,"(-0.75696530, 0.02272773, -0.65305970)","(431.25590000, 406.91280000, 460.01940000)",True,0.00307076,True
11.514165,"(-0.75278520, 0.01759729, -0.65803100)","(431.28060000, 406.91000000, 459.99930000)",True,992869582,"(0.06005859, -0.29354860, 0.95404050)",True,"(-0.03563956, 0.00957126, -0.04319762)",True,"(-0.75050700, 0.00759666, -0.66081890)","(431.30500000, 406.90690000, 459.97890000)",True,0.00274631,True,"(431.24880000, 406.91300000, 459.97290000)","(0.08838207, 0.91407690, 0.12609920, -0.37516800)",True,"(0.06854248, -0.27471920, 0.95907590)",True,"(0.02794963, 0.00967621, -0.03701384)",True,"(-0.75497840, 0.02759579, -0.65516880)","(431.25620000, 406.91310000, 460.01970000)",True,0.00300255,True
11.522497,"(-0.75246280, 0.01438213, -0.65847770)","(431.28080000, 406.91020000, 459.99940000)",True,992877914,"(0.06138611, -0.31007390, 0.94871520)",True,"(-0.03565603, 0.00955266, -0.04315569)",True,"(-0.75350000, -0.00588896, -0.65742160)","(431.30510000, 406.90700000, 459.97900000)",True,0.00271907,True,"(431.24900000, 406.91340000, 459.97310000)","(0.08978107, 0.91343280, 0.12744440, -0.37594950)",True,"(0.06117249, -0.27119450, 0.96057130)",True,"(0.02793448, 0.00963818, -0.03693504)",True,"(-0.75111480, 0.03464715, -0.65926180)","(431.25640000, 406.91330000, 460.01990000)",True,0.00310919,True
11.530828,"(-0.75579540, 0.01622456, -0.65460690)","(431.28080000, 406.91020000, 459.99960000)",True,992886245,"(0.05899048, -0.29467770, 0.95376590)",True,"(-0.03563829, 0.00954555, -0.04316220)",True,"(-0.75207420, 0.01086312, -0.65898900)","(431.30510000, 406.90710000, 459.97910000)",True,0.00267444,True,"(431.24900000, 406.91340000, 459.97330000)","(0.08978704, 0.91310680, 0.12783680, -0.37660600)",True,"(0.07115173, -0.28494260, 0.95588680)",True,"(0.02797223, 0.00961336, -0.03691461)",True,"(-0.75946980, 0.02158499, -0.65018440)","(431.25650000, 406.91330000, 460.02010000)",True,0.00309207,True
11.53916,"(-0.76492110, 0.01060110, -0.64403670)","(431.28070000, 406.91030000, 459.99980000)",True,992894577,"(0.07466125, -0.29734800, 0.95184330)",True,"(-0.03546290, 0.00966718, -0.04364772)",True,"(-0.76334710, 0.00954600, -0.64591810)","(431.30540000, 406.90710000, 459.97970000)",True,0.00267522,True,"(431.24910000, 406.91350000, 459.97350000)","(0.08979297, 0.91278020, 0.12822930, -0.37726240)",True,"(0.07968140, -0.29553220, 0.95199580)",True,"(0.02808617, 0.00944243, -0.03619278)",True,"(-0.76648990, 0.01165614, -0.64215060)","(431.25600000, 406.91350000, 460.01980000)",True,0.00300797,True
11.547491,"(-0.80214800, 0.02064788, -0.59676820)","(431.28070000, 406.91030000, 460.00020000)",True,992902908,"(0.12538150, -0.29206850, 0.94813540)",True,"(-0.03520210, 0.00984012, -0.04420473)",True,"(-0.79580150, 0.01756493, -0.60530290)","(431.30570000, 406.90720000, 459.98040000)",True,0.00270709,True,"(431.24910000, 406.91360000, 459.97380000)","(0.08979884, 0.91245290, 0.12862160, -0.37791840)",True,"(0.14680480, -0.28663640, 0.94671630)",True,"(0.02828093, 0.00938342, -0.03599539)",True,"(-0.80839630, 0.02372838, -0.58816020)","(431.25570000, 406.91350000, 460.02000000)",True,0.00307269,True
11.555823,"(-0.83825020, 0.01921350, -0.54494730)","(431.28130000, 406.91030000, 460.00120000)",True,992911240,"(0.18716430, -0.29302980, 0.93759160)",True,"(-0.03491827, 0.01034573, -0.04614662)",True,"(-0.83292560, 0.01824888, -0.55308410)","(431.30690000, 406.90720000, 459.98210000)",True,0.00264385,True,"(431.24910000, 406.91360000, 459.97390000)","(0.08980463, 0.91212500, 0.12901390, -0.37857420)",True,"(0.20631410, -0.29122920, 0.93412780)",True,"(0.02848027, 0.00937756, -0.03594588)",True,"(-0.84349490, 0.02017634, -0.53675820)","(431.25570000, 406.91350000, 460.02030000)",True,0.00300655,True
11.564154,"(-0.85632240, 0.02121103, -0.51600590)","(431.28140000, 406.91040000, 460.00160000)",True,992919571,"(0.21696470, -0.28646850, 0.93318180)",True,"(-0.03475327, 0.01042259, -0.04645860)",True,"(-0.84976830, 0.02576851, -0.52652630)","(431.30710000, 406.90720000, 459.98260000)",True,0.00264116,True,"(431.24910000, 406.91370000, 459.97420000)","(0.08981037, 0.91179660, 0.12940600, -0.37922970)",True,"(0.24049380, -0.29498290, 0.92472840)",True,"(0.02860716, 0.00940318, -0.03604430)",True,"(-0.86272720, 0.01664987, -0.50539550)","(431.25570000, 406.91350000, 460.02070000)",True,0.00311026,True
11.572486,"(-0.86430190, 0.02045825, -0.50255730)","(431.28140000, 406.91040000, 460.00170000)",True,992927903,"(0.23149110, -0.29850770, 0.92590330)",True,"(-0.03477185, 0.01036899, -0.04619306)",True,"(-0.85877130, 0.01385501, -0.51217170)","(431.30690000, 406.90730000, 459.98250000)",True,0.00281384,True,"(431.24910000, 406.91380000, 459.97440000)","(0.09006047, 0.91150580, 0.12970910, -0.37976550)",True,"(0.25376890, -0.28558350, 0.92413330)",True,"(0.02862227, 0.00941888, -0.03613731)",True,"(-0.86968830, 0.02705811, -0.49285920)","(431.25590000, 406.91360000, 460.02090000)",True,0.00309378,True
11.580817,"(-0.86138310, 0.03172159, -0.50696430)","(431.28140000, 406.91050000, 460.00190000)",True,992936234,"(0.23309330, -0.28227230, 0.93057250)",True,"(-0.03479463, 0.01039803, -0.04633542)",True,"(-0.85929490, 0.03168187, -0.51049830)","(431.30710000, 406.90730000, 459.98280000)",True,0.00277069,True,"(431.24920000, 406.91390000, 459.97460000)","(0.09044615, 0.91123580, 0.12996270, -0.38023470)",True,"(0.24105830, -0.28210450, 0.92858890)",True,"(0.02861266, 0.00932507, -0.03587065)",True,"(-0.86345690, 0.03176082, -0.50342170)","(431.25580000, 406.91370000, 460.02100000)",True,0.00309459,True
11.589149,"(-0.85767240, 0.03314120, -0.51312750)","(431.28170000, 406.91050000, 460.00230000)",True,992944566,"(0.22624210, -0.28002930, 0.93293760)",True,"(-0.03481969, 0.01029526, -0.04596372)",True,"(-0.85607610, 0.03495431, -0.51566650)","(431.30690000, 406.90730000, 459.98270000)",True,0.00278171,True,"(431.24920000, 406.91390000, 459.97490000)","(0.09083183, 0.91096540, 0.13021620, -0.38070370)",True,"(0.23185730, -0.28346250, 0.93052670)",True,"(0.02864404, 0.00952113, -0.03670285)",True,"(-0.85925820, 0.03132772, -0.51058200)","(431.25640000, 406.91360000, 460.02190000)",True,0.00307994,True
11.59748,"(-0.85901340, 0.02714595, -0.51123310)","(431.28150000, 406.91060000, 460.00230000)",True,992952897,"(0.23448180, -0.29234310, 0.92710880)",True,"(-0.03489458, 0.00997131, -0.04462160)",True,"(-0.86169110, 0.02289473, -0.50691650)","(431.30600000, 406.90750000, 459.98190000)",True,0.00284758,True,"(431.24920000, 406.91400000, 459.97520000)","(0.09121741, 0.91069460, 0.13046970, -0.38117240)",True,"(0.22512820, -0.28428650, 0.93191530)",True,"(0.02866615, 0.00968272, -0.03739386)",True,"(-0.85629780, 0.03139597, -0.51552740)","(431.25700000, 406.91360000, 460.02260000)",True,0.00306911,True
11.605812,"(-0.85915870, 0.02410537, -0.51114120)","(431.28150000, 406.91060000, 460.00240000)",True,992961229,"(0.23400880, -0.29939270, 0.92497250)",True,"(-0.03490323, 0.00996336, -0.04458972)",True,"(-0.86235800, 0.01638804, -0.50603370)","(431.30600000, 406.90750000, 459.98210000)",True,0.00276364,True,"(431.24930000, 406.91410000, 459.97540000)","(0.09160300, 0.91042320, 0.13072310, -0.38164110)",True,"(0.22325130, -0.28472900, 0.93223570)",True,"(0.02866046, 0.00967021, -0.03734456)",True,"(-0.85587690, 0.03182039, -0.51619980)","(431.25710000, 406.91370000, 460.02280000)",True,0.00307068,True
11.614143,"(-0.85889450, 0.02474174, -0.51155470)","(431.28160000, 406.91070000, 460.00270000)",True,992969560,"(0.23272710, -0.29953000, 0.92524720)",True,"(-0.03490709, 0.00997131, -0.04462160)",True,"(-0.86224650, 0.01712953, -0.50619920)","(431.30610000, 406.90760000, 459.98230000)",True,0.00269508,True,"(431.24930000, 406.91420000, 459.97570000)","(0.09198849, 0.91015140, 0.13097640, -0.38210950)",True,"(0.22138980, -0.28506470, 0.93257140)",True,"(0.02865477, 0.00965769, -0.03729527)",True,"(-0.85545840, 0.03235153, -0.51686000)","(431.25710000, 406.91380000, 460.02300000)",True,0.00307040,True
11.622475,"(-0.85821340, 0.02669006, -0.51259880)","(431.28160000, 406.91070000, 460.00290000)",True,992977892,"(0.23051450, -0.29765320, 0.92640690)",True,"(-0.03490083, 0.01000551, -0.04478651)",True,"(-0.86134300, 0.01956629, -0.50764690)","(431.30620000, 406.90750000, 459.98250000)",True,0.00272568,True,"(431.24930000, 406.91420000, 459.97590000)","(0.09211306, 0.90998050, 0.13116070, -0.38242330)",True,"(0.22000120, -0.28410340, 0.93319700)",True,"(0.02864906, 0.00964626, -0.03725665)",True,"(-0.85501070, 0.03381156, -0.51750700)","(431.25710000, 406.91380000, 460.02320000)",True,0.00306262,True
11.630806,"(-0.85724640, 0.02722389, -0.51418640)","(431.28170000, 406.91060000, 460.00310000)",True,992986223,"(0.22773740, -0.29676820, 0.92738340)",True,"(-0.03489458, 0.01003970, -0.04495142)",True,"(-0.86000230, 0.02057092, -0.50987540)","(431.30620000, 406.90750000, 459.98280000)",True,0.00271259,True,"(431.24930000, 406.91420000, 459.97600000)","(0.09199391, 0.90990400, 0.13128060, -0.38259270)",True,"(0.21859740, -0.28410340, 0.93353270)",True,"(0.02864337, 0.00963483, -0.03721803)",True,"(-0.85443000, 0.03387483, -0.51846100)","(431.25710000, 406.91380000, 460.02330000)",True,0.00306365,True
11.639138,"(-0.85624630, 0.02672732, -0.51587600)","(431.28190000, 406.91060000, 460.00340000)",True,992994555,"(0.22254940, -0.29875180, 0.92800900)",True,"(-0.03488386, 0.01019125, -0.04560147)",True,"(-0.85753430, 0.01858749, -0.51409100)","(431.30670000, 406.90740000, 459.98340000)",True,0.00270430,True,"(431.24930000, 406.91420000, 459.97610000)","(0.09187474, 0.90982750, 0.13140060, -0.38276220)",True,"(0.21926880, -0.28320310, 0.93365480)",True,"(0.02863971, 0.00963304, -0.03721683)",True,"(-0.85489730, 0.03486523, -0.51762430)","(431.25710000, 406.91380000, 460.02340000)",True,0.00305917,True
11.64747,"(-0.85639240, 0.02793667, -0.51556930)","(431.28210000, 406.91050000, 460.00370000)",True,993002887,"(0.22206120, -0.29652400, 0.92883300)",True,"(-0.03489131, 0.01030429, -0.04615591)",True,"(-0.85732510, 0.02097562, -0.51434790)","(431.30710000, 406.90730000, 459.98390000)",True,0.00269978,True,"(431.24930000, 406.91420000, 459.97630000)","(0.09175557, 0.90975090, 0.13152050, -0.38293160)",True,"(0.21992490, -0.28321840, 0.93348690)",True,"(0.02863605, 0.00963124, -0.03721561)",True,"(-0.85541610, 0.03489625, -0.51676460)","(431.25710000, 406.91370000, 460.02350000)",True,0.00306403,True
11.655801,"(-0.85679480, 0.02865729, -0.51486060)","(431.28210000, 406.91050000, 460.00380000)",True,993011218,"(0.22221370, -0.29473880, 0.92936710)",True,"(-0.03489294, 0.01030098, -0.04611446)",True,"(-0.85747450, 0.02289663, -0.51401680)","(431.30710000, 406.90740000, 459.98400000)",True,0.00269257,True,"(431.24920000, 406.91420000, 459.97640000)","(0.09163640, 0.90967420, 0.13164040, -0.38310100)",True,"(0.22080990, -0.28372190, 0.93312070)",True,"(0.02863002, 0.00962962, -0.03721347)",True,"(-0.85608570, 0.03441697, -0.51568680)","(431.25710000, 406.91370000, 460.02370000)",True,0.00306000,True
11.664133,"(-0.85718880, 0.02929142, -0.51416890)","(431.28210000, 406.91050000, 460.00390000)",True,993019550,"(0.22235110, -0.29307560, 0.92987060)",True,"(-0.03489458, 0.01029767, -0.04607300)",True,"(-0.85761950, 0.02469108, -0.51369170)","(431.30710000, 406.90730000, 459.98400000)",True,0.00268526,True,"(431.24920000, 406.91420000, 459.97650000)","(0.09151722, 0.90959750, 0.13176040, -0.38327040)",True,"(0.22166440, -0.28427120, 0.93275450)",True,"(0.02862398, 0.00962801, -0.03721132)",True,"(-0.85673930, 0.03389113, -0.51463490)","(431.25710000, 406.91360000, 460.02380000)",True,0.00306200,True
11.672464,"(-0.85716920, 0.02804184, -0.51427110)","(431.28180000, 406.91050000, 460.00380000)",True,993027881,"(0.22142030, -0.29367070, 0.92990110)",True,"(-0.03490083, 0.01028165, -0.04599895)",True,"(-0.85723490, 0.02393138, -0.51436920)","(431.30690000, 406.90730000, 459.98410000)",True,0.00269498,True,"(431.24920000, 406.91410000, 459.97670000)","(0.09129441, 0.90956800, 0.13183570, -0.38336770)",True,"(0.22200010, -0.28579710, 0.93220520)",True,"(0.02861832, 0.00947653, -0.03654099)",True,"(-0.85708890, 0.03215184, -0.51416430)","(431.25660000, 406.91370000, 460.02350000)",True,0.00307999,True
11.680796,"(-0.85707510, 0.02673170, -0.51449760)","(431.28140000, 406.91050000, 460.00370000)",True,993036213,"(0.22047420, -0.29429630, 0.92991640)",True,"(-0.03490709, 0.01026563, -0.04592488)",True,"(-0.85678570, 0.02301383, -0.51515880)","(431.30680000, 406.90730000, 459.98420000)",True,0.00270435,True,"(431.24910000, 406.91410000, 459.97680000)","(0.09100585, 0.90956830, 0.13188280, -0.38341940)",True,"(0.22230530, -0.28717040, 0.93171690)",True,"(0.02861266, 0.00932507, -0.03587065)",True,"(-0.85735210, 0.03044917, -0.51382900)","(431.25600000, 406.91370000, 460.02310000)",True,0.00309811,True
11.689127,"(-0.86000380, 0.02767861, -0.50953640)","(431.28120000, 406.91050000, 460.00380000)",True,993044544,"(0.22041320, -0.29479980, 0.92977910)",True,"(-0.03490948, 0.01025796, -0.04588637)",True,"(-0.85679530, 0.02222193, -0.51517770)","(431.30670000, 406.90730000, 459.98440000)",True,0.00270570,True,"(431.24900000, 406.91400000, 459.97700000)","(0.09071733, 0.90956850, 0.13192980, -0.38347110)",True,"(0.23365780, -0.28421020, 0.92984010)",True,"(0.02856978, 0.00925420, -0.03560773)",True,"(-0.86315050, 0.03313328, -0.50385840)","(431.25570000, 406.91360000, 460.02310000)",True,0.00310675,True
11.697459,"(-0.86290590, 0.02867591, -0.50455050)","(431.28100000, 406.91050000, 460.00380000)",True,993052876,"(0.22035220, -0.29521180, 0.92965700)",True,"(-0.03491188, 0.01025029, -0.04584787)",True,"(-0.85680100, 0.02152186, -0.51519790)","(431.30650000, 406.90730000, 459.98450000)",True,0.00270706,True,"(431.24890000, 406.91400000, 459.97720000)","(0.09042876, 0.90956860, 0.13197690, -0.38352270)",True,"(0.24499510, -0.28118900, 0.92784120)",True,"(0.02852690, 0.00918333, -0.03534482)",True,"(-0.86883660, 0.03582411, -0.49380110)","(431.25550000, 406.91360000, 460.02300000)",True,0.00311485,True
11.70579,"(-0.86212960, 0.02807962, -0.50590930)","(431.28090000, 406.91040000, 460.00390000)",True,993061207,"(0.22018430, -0.29568480, 0.92955020)",True,"(-0.03491241, 0.01023718, -0.04579030)",True,"(-0.85675110, 0.02076181, -0.51531210)","(431.30640000, 406.90730000, 459.98460000)",True,0.00270776,True,"(431.24870000, 406.91390000, 459.97730000)","(0.09014023, 0.90956870, 0.13202390, -0.38357430)",True,"(0.24205020, -0.28138730, 0.92855830)",True,"(0.02851729, 0.00917258, -0.03531972)",True,"(-0.86736070, 0.03539262, -0.49642010)","(431.25530000, 406.91350000, 460.02320000)",True,0.00311768,True
11.714122,"(-0.86238390, 0.02719310, -0.50552410)","(431.28080000, 406.91040000, 460.00400000)",True,993069539,"(0.22003170, -0.29614260, 0.92944340)",True,"(-0.03491296, 0.01022409, -0.04573271)",True,"(-0.85670790, 0.02001726, -0.51541320)","(431.30630000, 406.90730000, 459.98470000)",True,0.00270935,True,"(431.24870000, 406.91390000, 459.97750000)","(0.08985164, 0.90956870, 0.13207090, -0.38362590)",True,"(0.24298100, -0.28208920, 0.92810060)",True,"(0.02850801, 0.00916960, -0.03531226)",True,"(-0.86790320, 0.03436392, -0.49554320)","(431.25520000, 406.91350000, 460.02330000)",True,0.00311835,True
11.722453,"(-0.86380180, 0.02467432, -0.50322720)","(431.28070000, 406.91030000, 460.00410000)",True,993077870,"(0.22410580, -0.30145260, 0.92675780)",True,"(-0.03493407, 0.01022409, -0.04573271)",True,"(-0.85907100, 0.01414881, -0.51166080)","(431.30620000, 406.90730000, 459.98480000)",True,0.00270966,True,"(431.24860000, 406.91380000, 459.97760000)","(0.08953679, 0.90958570, 0.13214780, -0.38363270)",True,"(0.24404910, -0.28102110, 0.92814640)",True,"(0.02849472, 0.00916550, -0.03529404)",True,"(-0.86835610, 0.03519468, -0.49469080)","(431.25520000, 406.91340000, 460.02340000)",True,0.00311888,True
11.730785,"(-0.86445050, 0.02463484, -0.50211400)","(431.28060000, 406.91030000, 460.00420000)",True,993086202,"(0.22546390, -0.30137630, 0.92645260)",True,"(-0.03494815, 0.01022409, -0.04573271)",True,"(-0.85966920, 0.01398065, -0.51065990)","(431.30620000, 406.90730000, 459.98490000)",True,0.00271021,True,"(431.24860000, 406.91380000, 459.97770000)","(0.08918786, 0.90962480, 0.13226340, -0.38358140)",True,"(0.24563600, -0.28067020, 0.92782590)",True,"(0.02848778, 0.00915443, -0.03525047)",True,"(-0.86905070, 0.03528385, -0.49346310)","(431.25510000, 406.91330000, 460.02350000)",True,0.00312047,True
11.739116,"(-0.86491470, 0.02379104, -0.50135480)","(431.28060000, 406.91030000, 460.00420000)",True,993094533,"(0.22758480, -0.30215450, 0.92567440)",True,"(-0.03496341, 0.01022409, -0.04573271)",True,"(-0.86070430, 0.01289947, -0.50894190)","(431.30620000, 406.90730000, 459.98500000)",True,0.00271167,True,"(431.24850000, 406.91380000, 459.97780000)","(0.08883896, 0.90966370, 0.13237900, -0.38353010)",True,"(0.24560550, -0.28102110, 0.92773440)",True,"(0.02848778, 0.00914081, -0.03518773)",True,"(-0.86895740, 0.03467790, -0.49367050)","(431.25500000, 406.91330000, 460.02350000)",True,0.00312354,True
11.747448,"(-0.86510830, 0.02319720, -0.50104860)","(431.28050000, 406.91020000, 460.00420000)",True,993102865,"(0.22869870, -0.30163570, 0.92558290)",True,"(-0.03497849, 0.01016058, -0.04548532)",True,"(-0.86115090, 0.01319870, -0.50817810)","(431.30600000, 406.90730000, 459.98490000)",True,0.00271701,True,"(431.24850000, 406.91370000, 459.97780000)","(0.08849000, 0.90970260, 0.13249450, -0.38347880)",True,"(0.24559020, -0.28221130, 0.92736820)",True,"(0.02848778, 0.00914081, -0.03516797)",True,"(-0.86892170, 0.03319195, -0.49383540)","(431.25500000, 406.91320000, 460.02360000)",True,0.00312393,True
11.755779,"(-0.86520420, 0.02382442, -0.50085340)","(431.28040000, 406.91020000, 460.00420000)",True,993111196,"(0.22964480, -0.29997250, 0.92588810)",True,"(-0.03498410, 0.01013040, -0.04538362)",True,"(-0.86146180, 0.01469581, -0.50760970)","(431.30590000, 406.90730000, 459.98490000)",True,0.00271951,True,"(431.24850000, 406.91370000, 459.97790000)","(0.08814108, 0.90974130, 0.13261010, -0.38342730)",True,"(0.24559020, -0.28221130, 0.92736820)",True,"(0.02848778, 0.00914081, -0.03516797)",True,"(-0.86882300, 0.03294965, -0.49402530)","(431.25490000, 406.91320000, 460.02360000)",True,0.00312714,True
11.764111,"(-0.86493260, 0.02478626, -0.50127560)","(431.28030000, 406.91020000, 460.00430000)",True,993119528,"(0.22972110, -0.29759220, 0.92663570)",True,"(-0.03498567, 0.01009442, -0.04526120)",True,"(-0.86128500, 0.01695909, -0.50783910)","(431.30580000, 406.90730000, 459.98490000)",True,0.00272324,True,"(431.24850000, 406.91370000, 459.97800000)","(0.08779210, 0.90977990, 0.13272560, -0.38337590)",True,"(0.24510190, -0.28231810, 0.92747500)",True,"(0.02848778, 0.00914081, -0.03516797)",True,"(-0.86847840, 0.03261052, -0.49465320)","(431.25490000, 406.91310000, 460.02370000)",True,0.00314752,True
11.772442,"(-0.86494510, 0.02460414, -0.50126300)","(431.28030000, 406.91010000, 460.00440000)",True,993127859,"(0.23031620, -0.29646300, 0.92684940)",True,"(-0.03498741, 0.01008810, -0.04525415)",True,"(-0.86140880, 0.01784546, -0.50759870)","(431.30580000, 406.90720000, 459.98500000)",True,0.00273506,True,"(431.24840000, 406.91360000, 459.97810000)","(0.08755502, 0.90984300, 0.13272440, -0.38328090)",True,"(0.24508670, -0.28323360, 0.92718510)",True,"(0.02848778, 0.00914081, -0.03515225)",True,"(-0.86839650, 0.03136046, -0.49487780)","(431.25490000, 406.91310000, 460.02380000)",True,0.00314589,True
11.780774,"(-0.86457820, 0.02448997, -0.50190120)","(431.28020000, 406.91010000, 460.00460000)",True,993136191,"(0.22959900, -0.29705810, 0.92683410)",True,"(-0.03498816, 0.01007605, -0.04521359)",True,"(-0.86088280, 0.01686506, -0.50852380)","(431.30570000, 406.90720000, 459.98520000)",True,0.00273566,True,"(431.24840000, 406.91360000, 459.97830000)","(0.08749001, 0.90994380, 0.13254350, -0.38311900)",True,"(0.24510190, -0.28216550, 0.92752080)",True,"(0.02848778, 0.00914081, -0.03515225)",True,"(-0.86817370, 0.03211199, -0.49522050)","(431.25480000, 406.91310000, 460.02400000)",True,0.00314584,True
11.789105,"(-0.86460030, 0.02202802, -0.50197720)","(431.28020000, 406.91010000, 460.00480000)",True,993144522,"(0.22998050, -0.30145260, 0.92532350)",True,"(-0.03499072, 0.01007605, -0.04514150)",True,"(-0.86109200, 0.01187909, -0.50831040)","(431.30560000, 406.90720000, 459.98540000)",True,0.00273750,True,"(431.24840000, 406.91350000, 459.97850000)","(0.08742502, 0.91004450, 0.13236260, -0.38295710)",True,"(0.24508670, -0.28175350, 0.92764280)",True,"(0.02848778, 0.00914081, -0.03515225)",True,"(-0.86797420, 0.03217351, -0.49556610)","(431.25470000, 406.91300000, 460.02420000)",True,0.00314763,True
11.797437,"(-0.86400690, 0.02158704, -0.50301710)","(431.28010000, 406.91000000, 460.00500000)",True,993152854,"(0.22880550, -0.30155940, 0.92556760)",True,"(-0.03499164, 0.01007605, -0.04514111)",True,"(-0.86030250, 0.01141547, -0.50965610)","(431.30550000, 406.90710000, 459.98560000)",True,0.00273698,True,"(431.24830000, 406.91350000, 459.97870000)","(0.08736000, 0.91014510, 0.13218180, -0.38279510)",True,"(0.24462890, -0.28181460, 0.92774960)",True,"(0.02848840, 0.00914081, -0.03515225)",True,"(-0.86757200, 0.03175499, -0.49629680)","(431.25460000, 406.91300000, 460.02440000)",True,0.00315228,True
11.805769,"(-0.86434170, 0.01925087, -0.50253650)","(431.28010000, 406.91000000, 460.00520000)",True,993161186,"(0.23022460, -0.30146790, 0.92524720)",True,"(-0.03499164, 0.01007605, -0.04514111)",True,"(-0.86086380, 0.01111650, -0.50871400)","(431.30550000, 406.90710000, 459.98580000)",True,0.00273758,True,"(431.24830000, 406.91340000, 459.97890000)","(0.08729499, 0.91024570, 0.13200090, -0.38263320)",True,"(0.24484250, -0.28564450, 0.92651370)",True,"(0.02848854, 0.00915619, -0.03515225)",True,"(-0.86771880, 0.02738295, -0.49630050)","(431.25460000, 406.91300000, 460.02460000)",True,0.00315241,True
11.8141,"(-0.86436670, 0.01936859, -0.50248910)","(431.28000000, 406.91000000, 460.00550000)",True,993169517,"(0.23074340, -0.30145260, 0.92512510)",True,"(-0.03499164, 0.01007605, -0.04514111)",True,"(-0.86095570, 0.01075417, -0.50856630)","(431.30540000, 406.90700000, 459.98610000)",True,0.00271579,True,"(431.24820000, 406.91340000, 459.97910000)","(0.08722997, 0.91034620, 0.13182000, -0.38247120)",True,"(0.24517820, -0.28471370, 0.92671200)",True,"(0.02848946, 0.00915640, -0.03515225)",True,"(-0.86767140, 0.02798061, -0.49635010)","(431.25450000, 406.91290000, 460.02480000)",True,0.00316875,True
11.822432,"(-0.86402200, 0.01966726, -0.50306970)","(431.27990000, 406.91000000, 460.00560000)",True,993177849,"(0.22995000, -0.30142210, 0.92533870)",True,"(-0.03499164, 0.01007605, -0.04514111)",True,"(-0.86045660, 0.01051753, -0.50941530)","(431.30540000, 406.90700000, 459.98620000)",True,0.00271515,True,"(431.24820000, 406.91330000, 459.97930000)","(0.08712681, 0.91039720, 0.13172040, -0.38240790)",True,"(0.24504090, -0.28364560, 0.92707820)",True,"(0.02849004, 0.00915936, -0.03515808)",True,"(-0.86746960, 0.02881442, -0.49665520)","(431.25450000, 406.91290000, 460.02500000)",True,0.00316847,True
11.830763,"(-0.86221920, 0.02403110, -0.50596510)","(431.27990000, 406.91000000, 460.00560000)",True,993186180,"(0.22262570, -0.29039000, 0.93063350)",True,"(-0.03506222, 0.01002731, -0.04492314)",True,"(-0.85612270, 0.02200365, -0.51630400)","(431.30530000, 406.90710000, 459.98620000)",True,0.00269548,True,"(431.24810000, 406.91330000, 459.97940000)","(0.08698363, 0.91039600, 0.13170610, -0.38244800)",True,"(0.24613950, -0.28607180, 0.92604060)",True,"(0.02844173, 0.00916126, -0.03513040)",True,"(-0.86818780, 0.02605500, -0.49555120)","(431.25450000, 406.91290000, 460.02510000)",True,0.00307031,True
11.839095,"(-0.84182430, 0.01611635, -0.53951110)","(431.28030000, 406.90990000, 460.00600000)",True,993194512,"(0.19444270, -0.29698180, 0.93486020)",True,"(-0.03525543, 0.00981622, -0.04416484)",True,"(-0.84118930, 0.01522239, -0.54052660)","(431.30480000, 406.90710000, 459.98560000)",True,0.00282732,True,"(431.24810000, 406.91330000, 459.97960000)","(0.08684043, 0.91039480, 0.13169180, -0.38248820)",True,"(0.19688420, -0.29525760, 0.93489070)",True,"(0.02836067, 0.00953265, -0.03673435)",True,"(-0.84245740, 0.01701030, -0.53849450)","(431.25570000, 406.91280000, 460.02630000)",True,0.00310771,True
11.847426,"(-0.82082840, 0.02354449, -0.57068940)","(431.28020000, 406.90990000, 460.00580000)",True,993202843,"(0.15509030, -0.29646300, 0.94235230)",True,"(-0.03540070, 0.00967789, -0.04359750)",True,"(-0.81888250, 0.01557274, -0.57375000)","(431.30450000, 406.90720000, 459.98530000)",True,0.00272862,True,"(431.24810000, 406.91330000, 459.97970000)","(0.08669724, 0.91039370, 0.13167750, -0.38252840)",True,"(0.16308590, -0.28123470, 0.94566350)",True,"(0.02820252, 0.00952670, -0.03675583)",True,"(-0.82271130, 0.03151444, -0.56758520)","(431.25580000, 406.91280000, 460.02640000)",True,0.00312843,True
