AdjustedTime,CombinedGazeRayWorldDirection,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldValid,DeviceTimeStamp,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftGazeRayWorldDirection,LeftGazeRayWorldOrigin,LeftGazeRayWorldValid,LeftPupilDiameter,LeftPupilDiameterValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid,Pose_Position,Pose_Rotation,Pose_Valid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightGazeRayWorldDirection,RightGazeRayWorldOrigin,RightGazeRayWorldValid,RightPupilDiameter,RightPupilDiameterValid,SystemTimeStamp
0.083314,"(0.81477460, -0.21608660, -0.53800460)","(432.38600000, 407.21660000, 462.19140000)",True,72851671,"(0.12803650, -0.49275210, 0.86068730)",True,"(-0.03521066, 0.00201335, -0.03582306)",True,"(0.79542930, -0.21898070, -0.56510160)","(432.40160000, 407.21800000, 462.22200000)",True,0.00308798,True,"(-0.12803650, -0.49275210, 0.86068730)",Valid,"(35.21066000, 2.01335100, -35.82306000)",Valid,3.08798200,Valid,"(0.51247820, 0.64322280)",Valid,"(-0.06178284, -0.49060060, 0.86917110)",Valid,"(-33.48824000, 0.50740050, -34.84518000)",Valid,3.14238000,Valid,"(0.52291580, 0.69443250)",Valid,"(432.41560000, 407.22590000, 462.17440000)","(-0.08625907, 0.84893550, 0.12263300, 0.50678320)",True,"(0.06178284, -0.49060060, 0.86917110)",True,"(0.03348824, 0.00050740, -0.03484518)",True,"(0.83321020, -0.21295120, -0.51030640)","(432.37050000, 407.21530000, 462.16090000)",True,0.00314238,True,326475313463
0.091645,"(0.81451390, -0.21662800, -0.53818180)","(432.38610000, 407.21660000, 462.19140000)",True,72860002,"(0.12841800, -0.49298100, 0.86050420)",True,"(-0.03521078, 0.00201553, -0.03582785)",True,"(0.79506520, -0.21937840, -0.56545950)","(432.40170000, 407.21800000, 462.22200000)",True,0.00309032,True,"(-0.12841800, -0.49298100, 0.86050420)",Valid,"(35.21078000, 2.01553300, -35.82785000)",Valid,3.09031700,Valid,"(0.51251640, 0.64322610)",Valid,"(-0.06175232, -0.49110410, 0.86889650)",Valid,"(-33.49001000, 0.50738530, -34.84489000)",Valid,3.15283200,Valid,"(0.52298300, 0.69450270)",Valid,"(432.41570000, 407.22580000, 462.17430000)","(-0.08619876, 0.84896880, 0.12259620, 0.50674630)",True,"(0.06175232, -0.49110410, 0.86889650)",True,"(0.03349001, 0.00050739, -0.03484489)",True,"(0.83304230, -0.21363290, -0.51029560)","(432.37050000, 407.21530000, 462.16080000)",True,0.00315283,True,326475321794
0.099977,"(0.81487750, -0.21650350, -0.53768110)","(432.38620000, 407.21660000, 462.19130000)",True,72868334,"(0.12806700, -0.49299620, 0.86053470)",True,"(-0.03521063, 0.00201581, -0.03582884)",True,"(0.79518010, -0.21949610, -0.56525230)","(432.40180000, 407.21790000, 462.22190000)",True,0.00309181,True,"(-0.12806700, -0.49299620, 0.86053470)",Valid,"(35.21063000, 2.01580800, -35.82884000)",Valid,3.09181200,Valid,"(0.51247820, 0.64322690)",Valid,"(-0.06063843, -0.49070740, 0.86920170)",Valid,"(-33.49179000, 0.50737000, -34.84459000)",Valid,3.15930200,Valid,"(0.52291580, 0.69443250)",Valid,"(432.41580000, 407.22580000, 462.17430000)","(-0.08613846, 0.84900240, 0.12255940, 0.50670950)",True,"(0.06063843, -0.49070740, 0.86920170)",True,"(0.03349179, 0.00050737, -0.03484459)",True,"(0.83363190, -0.21326050, -0.50948790)","(432.37060000, 407.21520000, 462.16070000)",True,0.00315930,True,326475330126
0.108308,"(0.81479850, -0.21575730, -0.53810050)","(432.38620000, 407.21660000, 462.19130000)",True,72876665,"(0.12843320, -0.49299620, 0.86048890)",True,"(-0.03521078, 0.00201608, -0.03582983)",True,"(0.79487370, -0.21963330, -0.56562980)","(432.40180000, 407.21790000, 462.22190000)",True,0.00309122,True,"(-0.12843320, -0.49299620, 0.86048890)",Valid,"(35.21078000, 2.01608300, -35.82983000)",Valid,3.09121700,Valid,"(0.51251640, 0.64322610)",Valid,"(-0.06082153, -0.48913570, 0.87007140)",Valid,"(-33.49309000, 0.50634770, -34.84056000)",Valid,3.16119400,Valid,"(0.52298300, 0.69420850)",Valid,"(432.41580000, 407.22580000, 462.17430000)","(-0.08607815, 0.84903570, 0.12252260, 0.50667270)",True,"(0.06082153, -0.48913570, 0.87007140)",True,"(0.03349309, 0.00050635, -0.03484056)",True,"(0.83377020, -0.21162880, -0.50994170)","(432.37070000, 407.21530000, 462.16070000)",True,0.00316119,True,326475338457
0.11664,"(0.81475390, -0.21505060, -0.53845090)","(432.38630000, 407.21660000, 462.19120000)",True,72884997,"(0.12863160, -0.49299620, 0.86045840)",True,"(-0.03521078, 0.00201682, -0.03583188)",True,"(0.79466590, -0.21976430, -0.56587090)","(432.40190000, 407.21790000, 462.22180000)",True,0.00309064,True,"(-0.12863160, -0.49299620, 0.86045840)",Valid,"(35.21078000, 2.01681500, -35.83188000)",Valid,3.09063700,Valid,"(0.51253990, 0.64322280)",Valid,"(-0.06101990, -0.48764040, 0.87089540)",Valid,"(-33.49437000, 0.50531010, -34.83652000)",Valid,3.16325400,Valid,"(0.52305030, 0.69398440)",Valid,"(432.41590000, 407.22580000, 462.17420000)","(-0.08601783, 0.84906910, 0.12248580, 0.50663580)",True,"(0.06101990, -0.48764040, 0.87089540)",True,"(0.03349437, 0.00050531, -0.03483652)",True,"(0.83388250, -0.21008360, -0.51039670)","(432.37070000, 407.21520000, 462.16060000)",True,0.00316325,True,326475346789
0.124971,"(0.81475440, -0.21537250, -0.53832160)","(432.38640000, 407.21660000, 462.19120000)",True,72893328,"(0.12841800, -0.49299620, 0.86048890)",True,"(-0.03521080, 0.00201753, -0.03583393)",True,"(0.79476680, -0.22001000, -0.56563350)","(432.40200000, 407.21790000, 462.22180000)",True,0.00309004,True,"(-0.12841800, -0.49299620, 0.86048890)",Valid,"(35.21080000, 2.01753200, -35.83392000)",Valid,3.09004200,Valid,"(0.51251640, 0.64321950)",Valid,"(-0.06109619, -0.48776250, 0.87081910)",Valid,"(-33.49658000, 0.50634770, -34.83511000)",Valid,3.16572600,Valid,"(0.52314190, 0.69394510)",Valid,"(432.41600000, 407.22570000, 462.17420000)","(-0.08596826, 0.84907850, 0.12236360, 0.50665800)",True,"(0.06109619, -0.48776250, 0.87081910)",True,"(0.03349658, 0.00050635, -0.03483512)",True,"(0.83379110, -0.21048380, -0.51038130)","(432.37080000, 407.21520000, 462.16060000)",True,0.00316573,True,326475355120
0.133303,"(0.81536760, -0.21583560, -0.53720650)","(432.38640000, 407.21650000, 462.19110000)",True,72901660,"(0.12811280, -0.49270630, 0.86070250)",True,"(-0.03521081, 0.00201903, -0.03583777)",True,"(0.79513280, -0.22025650, -0.56502300)","(432.40200000, 407.21780000, 462.22170000)",True,0.00309029,True,"(-0.12811280, -0.49270630, 0.86070250)",Valid,"(35.21082000, 2.01902800, -35.83777000)",Valid,3.09028600,Valid,"(0.51247820, 0.64316770)",Valid,"(-0.05967712, -0.48789980, 0.87084960)",Valid,"(-33.49879000, 0.50737000, -34.83371000)",Valid,3.16275000,Valid,"(0.52305030, 0.69390570)",Valid,"(432.41600000, 407.22570000, 462.17410000)","(-0.08594402, 0.84903110, 0.12203960, 0.50681970)",True,"(0.05967712, -0.48789980, 0.87084960)",True,"(0.03349879, 0.00050737, -0.03483371)",True,"(0.83462170, -0.21115510, -0.50874360)","(432.37080000, 407.21520000, 462.16050000)",True,0.00316275,True,326475363452
0.141634,"(0.81576850, -0.21535540, -0.53679030)","(432.38640000, 407.21650000, 462.19110000)",True,72909991,"(0.12844850, -0.49243160, 0.86080930)",True,"(-0.03521084, 0.00202054, -0.03584161)",True,"(0.79511240, -0.22056370, -0.56493180)","(432.40200000, 407.21780000, 462.22170000)",True,0.00309090,True,"(-0.12844850, -0.49243160, 0.86080930)",Valid,"(35.21085000, 2.02053800, -35.84161000)",Valid,3.09089700,Valid,"(0.51251640, 0.64311580)",Valid,"(-0.05900574, -0.48626710, 0.87181090)",Valid,"(-33.50114000, 0.50740050, -34.83260000)",Valid,3.15930200,Valid,"(0.52305030, 0.69365690)",Valid,"(432.41610000, 407.22560000, 462.17410000)","(-0.08591978, 0.84898350, 0.12171560, 0.50698130)",True,"(0.05900574, -0.48626710, 0.87181090)",True,"(0.03350114, 0.00050740, -0.03483260)",True,"(0.83540830, -0.20987880, -0.50798020)","(432.37090000, 407.21510000, 462.16050000)",True,0.00315930,True,326475371783
0.149966,"(0.81606260, -0.21624110, -0.53598670)","(432.38650000, 407.21650000, 462.19110000)",True,72918323,"(0.12815860, -0.49224850, 0.86094670)",True,"(-0.03521097, 0.00202304, -0.03584532)",True,"(0.79544410, -0.22093720, -0.56431870)","(432.40210000, 407.21780000, 462.22170000)",True,0.00309016,True,"(-0.12815860, -0.49224850, 0.86094670)",Valid,"(35.21097000, 2.02304100, -35.84532000)",Valid,3.09016400,Valid,"(0.51247820, 0.64304610)",Valid,"(-0.05844116, -0.48701480, 0.87142940)",Valid,"(-33.50307000, 0.50740050, -34.82275000)",Valid,3.15976000,Valid,"(0.52305030, 0.69364530)",Valid,"(432.41610000, 407.22560000, 462.17400000)","(-0.08589552, 0.84893600, 0.12139160, 0.50714280)",True,"(0.05844116, -0.48701480, 0.87142940)",True,"(0.03350307, 0.00050740, -0.03482275)",True,"(0.83566100, -0.21127460, -0.50698500)","(432.37100000, 407.21510000, 462.16040000)",True,0.00315976,True,326475380115
0.158297,"(0.81596100, -0.21633080, -0.53610500)","(432.38660000, 407.21650000, 462.19100000)",True,72926654,"(0.12788390, -0.49214170, 0.86105350)",True,"(-0.03521109, 0.00202554, -0.03584901)",True,"(0.79575240, -0.22138970, -0.56370630)","(432.40210000, 407.21780000, 462.22160000)",True,0.00309074,True,"(-0.12788390, -0.49214170, 0.86105350)",Valid,"(35.21109000, 2.02554300, -35.84901000)",Valid,3.09074400,Valid,"(0.51244010, 0.64297640)",Valid,"(-0.05982971, -0.48620610, 0.87178040)",Valid,"(-33.50380000, 0.50779720, -34.80348000)",Valid,3.16059900,Valid,"(0.52323340, 0.69331030)",Valid,"(432.41620000, 407.22560000, 462.17400000)","(-0.08587125, 0.84888820, 0.12106750, 0.50730430)",True,"(0.05982971, -0.48620610, 0.87178040)",True,"(0.03350380, 0.00050780, -0.03480348)",True,"(0.83519390, -0.21101320, -0.50786270)","(432.37100000, 407.21510000, 462.16040000)",True,0.00316060,True,326475388446
0.166629,"(0.81601170, -0.21583150, -0.53622930)","(432.38660000, 407.21640000, 462.19100000)",True,72934986,"(0.12854000, -0.49177550, 0.86116030)",True,"(-0.03521130, 0.00205179, -0.03592784)",True,"(0.79555950, -0.22161760, -0.56388880)","(432.40210000, 407.21780000, 462.22160000)",True,0.00308902,True,"(-0.12854000, -0.49177550, 0.86116030)",Valid,"(35.21130000, 2.05178800, -35.92784000)",Valid,3.08902000,Valid,"(0.51251200, 0.64281980)",Valid,"(-0.06011963, -0.48457340, 0.87266540)",Valid,"(-33.50583000, 0.50807190, -34.80348000)",Valid,3.16072100,Valid,"(0.52334020, 0.69307260)",Valid,"(432.41630000, 407.22550000, 462.17400000)","(-0.08584696, 0.84884040, 0.12074340, 0.50746570)",True,"(0.06011963, -0.48457340, 0.87266540)",True,"(0.03350583, 0.00050807, -0.03480348)",True,"(0.83547070, -0.20978280, -0.50791730)","(432.37110000, 407.21510000, 462.16030000)",True,0.00316072,True,326475396778
0.174961,"(0.82087140, -0.20186290, -0.53424870)","(432.38640000, 407.21640000, 462.19110000)",True,72943318,"(0.12348940, -0.49075320, 0.86248780)",True,"(-0.03522247, 0.00214862, -0.03614143)",True,"(0.79885570, -0.22056390, -0.55962600)","(432.40190000, 407.21780000, 462.22170000)",True,0.00304569,True,"(-0.12348940, -0.49075320, 0.86248780)",Valid,"(35.22247000, 2.14862100, -36.14143000)",Valid,3.04568500,Valid,"(0.51156990, 0.64140610)",Valid,"(-0.05700684, -0.46012880, 0.88601680)",Valid,"(-33.48691000, 0.58203130, -34.91980000)",Valid,3.08750900,Valid,"(0.52227940, 0.68824140)",Valid,"(432.41630000, 407.22550000, 462.17400000)","(-0.08580918, 0.84880350, 0.12051720, 0.50758750)",True,"(0.05700684, -0.46012880, 0.88601680)",True,"(0.03348691, 0.00058203, -0.03491980)",True,"(0.84167340, -0.18286360, -0.50808160)","(432.37100000, 407.21510000, 462.16040000)",True,0.00308751,True,326475405110
0.183292,"(0.82749340, -0.18656400, -0.52957400)","(432.38640000, 407.21640000, 462.19120000)",True,72951649,"(0.10781860, -0.46440120, 0.87902830)",True,"(-0.03522533, 0.00224110, -0.03640500)",True,"(0.81306740, -0.19023500, -0.55021080)","(432.40160000, 407.21770000, 462.22200000)",True,0.00305879,True,"(-0.10781860, -0.46440120, 0.87902830)",Valid,"(35.22533000, 2.24110400, -36.40500000)",Valid,3.05879200,Valid,"(0.50956590, 0.63720820)",Valid,"(-0.05761719, -0.45996090, 0.88606260)",Valid,"(-33.44887000, 0.59616090, -34.87770000)",Valid,3.08705100,Valid,"(0.52094520, 0.68721030)",Valid,"(432.41630000, 407.22540000, 462.17400000)","(-0.08574057, 0.84879200, 0.12051450, 0.50761880)",True,"(0.05761719, -0.45996090, 0.88606260)",True,"(0.03344887, 0.00059616, -0.03487770)",True,"(0.84138350, -0.18277210, -0.50859450)","(432.37110000, 407.21500000, 462.16050000)",True,0.00308705,True,326475413441
0.191624,"(0.82391220, -0.17369960, -0.53944150)","(432.38640000, 407.21630000, 462.19120000)",True,72959981,"(0.11528020, -0.45578000, 0.88258360)",True,"(-0.03522186, 0.00228969, -0.03650310)",True,"(0.81024830, -0.18118800, -0.55737660)","(432.40160000, 407.21770000, 462.22200000)",True,0.00299934,True,"(-0.11528020, -0.45578000, 0.88258360)",Valid,"(35.22186000, 2.28968800, -36.50310000)",Valid,2.99934400,Valid,"(0.51063210, 0.63538440)",Valid,"(-0.07038879, -0.44430540, 0.89309690)",Valid,"(-33.43686000, 0.56254580, -34.70120000)",Valid,3.07411200,Valid,"(0.52193440, 0.68437030)",Valid,"(432.41630000, 407.22530000, 462.17400000)","(-0.08567194, 0.84878060, 0.12051180, 0.50765020)",True,"(0.07038879, -0.44430540, 0.89309690)",True,"(0.03343686, 0.00056255, -0.03470120)",True,"(0.83711110, -0.16611330, -0.52120190)","(432.37130000, 407.21500000, 462.16040000)",True,0.00307411,True,326475421773
0.199955,"(0.82910110, -0.18022250, -0.52925540)","(432.38650000, 407.21630000, 462.19120000)",True,72968312,"(0.11328130, -0.45985410, 0.88072200)",True,"(-0.03522526, 0.00225310, -0.03639678)",True,"(0.81072030, -0.18564200, -0.55522040)","(432.40170000, 407.21760000, 462.22200000)",True,0.00307776,True,"(-0.11328130, -0.45985410, 0.88072200)",Valid,"(35.22527000, 2.25309800, -36.39677000)",Valid,3.07775900,Valid,"(0.51017870, 0.63610140)",Valid,"(-0.04985046, -0.45274350, 0.89022830)",Valid,"(-33.44318000, 0.54924010, -34.65741000)",Valid,3.17295800,Valid,"(0.51974220, 0.68537980)",Valid,"(432.41640000, 407.22530000, 462.17410000)","(-0.08560333, 0.84876910, 0.12050910, 0.50768150)",True,"(0.04985046, -0.45274350, 0.89022830)",True,"(0.03344318, 0.00054924, -0.03465741)",True,"(0.84661840, -0.17461520, -0.50273930)","(432.37130000, 407.21490000, 462.16040000)",True,0.00317296,True,326475430104
