AdjustedTime,CombinedGazeRayWorldDirection,CombinedGazeRayWorldOrigin,CombinedGazeRayWorldValid,DeviceTimeStamp,LeftGazeDirection,LeftGazeDirectionValid,LeftGazeOrigin,LeftGazeOriginValid,LeftGazeRayWorldDirection,LeftGazeRayWorldOrigin,LeftGazeRayWorldValid,LeftPupilDiameter,LeftPupilDiameterValid,OriginalLeftGazeDirection,OriginalLeftGazeDirectionValid,OriginalLeftGazeOriginPositionInHMD,OriginalLeftGazeOriginPositionInHMDValid,OriginalLeftPupilDiameter,OriginalLeftPupilDiameterValid,OriginalLeftPupilPositionInTrackingArea,OriginalLeftPupilPositionInTrackingAreaValid,OriginalRightGazeDirection,OriginalRightGazeDirectionValid,OriginalRightGazeOriginPositionInHMD,OriginalRightGazeOriginPositionInHMDValid,OriginalRightPupilDiameter,OriginalRightPupilDiameterValid,OriginalRightPupilPositionInTrackingArea,OriginalRightPupilPositionInTrackingAreaValid,Pose_Position,Pose_Rotation,Pose_Valid,RightGazeDirection,RightGazeDirectionValid,RightGazeOrigin,RightGazeOriginValid,RightGazeRayWorldDirection,RightGazeRayWorldOrigin,RightGazeRayWorldValid,RightPupilDiameter,RightPupilDiameterValid,SystemTimeStamp
0.0,"(-0.09445171, -0.16022530, 0.98255120)","(-0.00353796, 0.00799532, -0.02045052)",True,2704559695,"(-0.07310486, -0.15748600, 0.98480220)",True,"(-0.03808830, 0.00984961, -0.03610762)",True,"(-0.07310553, -0.15748740, 0.98481130)","(-0.03808830, 0.00984961, -0.02110762)",True,0.00401045,True,"(0.07310486, -0.15748600, 0.98480220)",Valid,"(38.08830000, 9.84960900, -36.10762000)",Valid,4.01045200,Valid,"(0.40453190, 0.32883900)",Valid,"(0.11575320, -0.16288760, 0.97982790)",Valid,"(-31.01237000, 6.14102200, -34.79343000)",Valid,4.01147500,Valid,"(0.37570270, 0.45425670)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.11575320, -0.16288760, 0.97982790)",True,"(0.03101237, 0.00614102, -0.03479343)",True,"(-0.11575350, -0.16288810, 0.97983090)","(0.03101237, 0.00614102, -0.01979342)",True,0.00401148,True,784848332119
0.008332,"(-0.09290153, -0.15405750, 0.98368470)","(-0.00352913, 0.00799292, -0.02040688)",True,2704568027,"(-0.07438660, -0.14422610, 0.98674010)",True,"(-0.03808125, 0.00984161, -0.03603880)",True,"(-0.07438695, -0.14422680, 0.98674480)","(-0.03808125, 0.00984161, -0.02103880)",True,0.00399570,True,"(0.07438660, -0.14422610, 0.98674010)",Valid,"(38.08125000, 9.84161400, -36.03880000)",Valid,3.99569700,Valid,"(0.40460050, 0.32599690)",Valid,"(0.11137390, -0.16381840, 0.98017880)",Valid,"(-31.02299000, 6.14422600, -34.77495000)",Valid,4.06184400,Valid,"(0.37687080, 0.45413770)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.11137390, -0.16381840, 0.98017880)",True,"(0.03102300, 0.00614423, -0.03477495)",True,"(-0.11137440, -0.16381910, 0.98018320)","(0.03102300, 0.00614423, -0.01977495)",True,0.00406184,True,784848340451
0.016663,"(-0.09167682, -0.15730200, 0.98328610)","(-0.00352567, 0.00802345, -0.02049827)",True,2704576358,"(-0.07608032, -0.14752200, 0.98611450)",True,"(-0.03808032, 0.00987062, -0.03613693)",True,"(-0.07608136, -0.14752400, 0.98612800)","(-0.03808032, 0.00987062, -0.02113693)",True,0.00398483,True,"(0.07608032, -0.14752200, 0.98611450)",Valid,"(38.08032000, 9.87062100, -36.13693000)",Valid,3.98483300,Valid,"(0.40424670, 0.32638190)",Valid,"(0.10723880, -0.16702270, 0.98008730)",Valid,"(-31.02899000, 6.17627000, -34.85960000)",Valid,3.93121300,Valid,"(0.37775860, 0.45434650)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.10723880, -0.16702270, 0.98008730)",True,"(0.03102899, 0.00617627, -0.03485961)",True,"(-0.10724050, -0.16702540, 0.98010310)","(0.03102899, 0.00617627, -0.01985960)",True,0.00393121,True,784848348782
0.024995,"(-0.09395665, -0.15254030, 0.98382090)","(-0.00351630, 0.00806036, -0.02060353)",True,2704584690,"(-0.08343506, -0.14578250, 0.98577880)",True,"(-0.03807133, 0.00990743, -0.03623938)",True,"(-0.08343615, -0.14578440, 0.98579170)","(-0.03807133, 0.00990743, -0.02123938)",True,0.00396260,True,"(0.08343506, -0.14578250, 0.98577880)",Valid,"(38.07133000, 9.90742500, -36.23938000)",Valid,3.96260100,Valid,"(0.40314670, 0.32553530)",Valid,"(0.10446170, -0.15927120, 0.98168950)",Valid,"(-31.03873000, 6.21330300, -34.96768000)",Valid,3.97500600,Valid,"(0.37854380, 0.45258910)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.10446170, -0.15927120, 0.98168950)",True,"(0.03103873, 0.00621330, -0.03496768)",True,"(-0.10446200, -0.15927170, 0.98169260)","(0.03103873, 0.00621330, -0.01996768)",True,0.00397501,True,784848357114
0.033326,"(-0.09542690, -0.15897620, 0.98265980)","(-0.00349022, 0.00803006, -0.02033641)",True,2704593021,"(-0.08714294, -0.15295410, 0.98437500)",True,"(-0.03804115, 0.00981493, -0.03569713)",True,"(-0.08714369, -0.15295540, 0.98438340)","(-0.03804115, 0.00981493, -0.02069713)",True,0.00398065,True,"(0.08714294, -0.15295410, 0.98437500)",Valid,"(38.04115000, 9.81492600, -35.69713000)",Valid,3.98065200,Valid,"(0.40404900, 0.32581660)",Valid,"(0.10369870, -0.16497800, 0.98081970)",Valid,"(-31.06071000, 6.24519300, -34.97569000)",Valid,4.04954500,Valid,"(0.37945970, 0.45260650)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.10369870, -0.16497800, 0.98081970)",True,"(0.03106071, 0.00624519, -0.03497569)",True,"(-0.10369980, -0.16497980, 0.98083030)","(0.03106071, 0.00624519, -0.01997569)",True,0.00404955,True,784848365445
0.041658,"(-0.08590939, -0.15886900, 0.98355490)","(-0.00348984, 0.00810705, -0.02052347)",True,2704601353,"(-0.06962585, -0.14758300, 0.98658750)",True,"(-0.03807539, 0.00990860, -0.03595126)",True,"(-0.06962643, -0.14758420, 0.98659570)","(-0.03807539, 0.00990860, -0.02095126)",True,0.00400838,True,"(0.06962585, -0.14758300, 0.98658750)",Valid,"(38.07539000, 9.90860000, -35.95126000)",Valid,4.00837700,Valid,"(0.40571880, 0.32337940)",Valid,"(0.10215760, -0.17008970, 0.98011780)",Valid,"(-31.09572000, 6.30549600, -35.09569000)",Valid,4.13104200,Valid,"(0.38090760, 0.45251540)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.10215760, -0.17008970, 0.98011780)",True,"(0.03109572, 0.00630550, -0.03509569)",True,"(-0.10215770, -0.17008990, 0.98011900)","(0.03109572, 0.00630550, -0.02009569)",True,0.00413104,True,784848373777
0.049989,"(-0.09794681, -0.15934290, 0.98235240)","(-0.00345432, 0.00814856, -0.02046757)",True,2704609684,"(-0.08479309, -0.14772030, 0.98538210)",True,"(-0.03808620, 0.00996988, -0.03592888)",True,"(-0.08479355, -0.14772110, 0.98538750)","(-0.03808620, 0.00996988, -0.02092888)",True,0.00403735,True,"(0.08479309, -0.14772030, 0.98538210)",Valid,"(38.08620000, 9.96987900, -35.92888000)",Valid,4.03735400,Valid,"(0.40255510, 0.32082610)",Valid,"(0.11106870, -0.17091370, 0.97900390)",Valid,"(-31.17757000, 6.32724000, -35.00627000)",Valid,4.04745500,Valid,"(0.38232670, 0.45115290)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.11106870, -0.17091370, 0.97900390)",True,"(0.03117757, 0.00632724, -0.03500627)",True,"(-0.11106890, -0.17091400, 0.97900560)","(0.03117757, 0.00632724, -0.02000627)",True,0.00404746,True,784848382108
0.058321,"(-0.09847965, -0.16314080, 0.98167560)","(-0.00341990, 0.00833167, -0.02119597)",True,2704618016,"(-0.08538818, -0.15286250, 0.98454280)",True,"(-0.03806911, 0.01030132, -0.03735089)",True,"(-0.08538892, -0.15286390, 0.98455140)","(-0.03806911, 0.01030132, -0.02235089)",True,0.00402588,True,"(0.08538818, -0.15286250, 0.98454280)",Valid,"(38.06911000, 10.30132000, -37.35089000)",Valid,4.02587900,Valid,"(0.40180140, 0.32139860)",Valid,"(0.11154170, -0.17337040, 0.97851560)",Valid,"(-31.22931000, 6.36203000, -35.04106000)",Valid,3.97972100,Valid,"(0.38407120, 0.45071560)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.11154170, -0.17337040, 0.97851560)",True,"(0.03122931, 0.00636203, -0.03504106)",True,"(-0.11154220, -0.17337110, 0.97851970)","(0.03122931, 0.00636203, -0.02004106)",True,0.00397972,True,784848390440
0.066652,"(-0.10021870, -0.18552620, 0.97751530)","(-0.00342525, 0.00815358, -0.02034479)",True,2704626347,"(-0.09414673, -0.20487980, 0.97424320)",True,"(-0.03811041, 0.00995470, -0.03558018)",True,"(-0.09414724, -0.20488090, 0.97424850)","(-0.03811041, 0.00995470, -0.02058018)",True,0.00378496,True,"(0.09414673, -0.20487980, 0.97424320)",Valid,"(38.11041000, 9.95469700, -35.58018000)",Valid,3.78495800,Valid,"(0.40040130, 0.32977410)",Valid,"(0.10624690, -0.16609190, 0.98036190)",Valid,"(-31.25992000, 6.35246300, -35.10941000)",Valid,3.88888500,Valid,"(0.38606220, 0.45033010)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.10624690, -0.16609190, 0.98036190)",True,"(0.03125992, 0.00635246, -0.03510940)",True,"(-0.10624780, -0.16609320, 0.98036960)","(0.03125992, 0.00635246, -0.02010940)",True,0.00388889,True,784848398771
0.074984,"(-0.07486293, -0.20079270, 0.97676910)","(-0.00329916, 0.00840562, -0.02116381)",True,2704634679,"(-0.05557251, -0.23918150, 0.96937560)",True,"(-0.03802347, 0.01015794, -0.03632352)",True,"(-0.05557292, -0.23918330, 0.96938280)","(-0.03802347, 0.01015794, -0.02132352)",True,0.00361990,True,"(0.05557251, -0.23918150, 0.96937560)",Valid,"(38.02347000, 10.15794000, -36.32352000)",Valid,3.61990400,Valid,"(0.40999260, 0.33550490)",Valid,"(0.09400940, -0.16201780, 0.98228450)",Valid,"(-31.42516000, 6.65329000, -36.00410000)",Valid,4.31983900,Valid,"(0.39368290, 0.44706880)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.09400940, -0.16201780, 0.98228450)",True,"(0.03142516, 0.00665329, -0.03600410)",True,"(-0.09401079, -0.16202020, 0.98229910)","(0.03142516, 0.00665329, -0.02100410)",True,0.00431984,True,784848407103
0.083315,"(-0.03833377, -0.30223260, 0.95246320)","(-0.00323942, 0.00845955, -0.02144770)",True,2704643010,"(-0.04687500, -0.34532170, 0.93730160)",True,"(-0.03791771, 0.01019418, -0.03630219)",True,"(-0.04687550, -0.34532540, 0.93731160)","(-0.03791771, 0.01019418, -0.02130219)",True,0.00299756,True,"(0.04687500, -0.34532170, 0.93730160)",Valid,"(37.91771000, 10.19418000, -36.30219000)",Valid,2.99755900,Valid,"(0.41554910, 0.35573890)",Valid,"(0.02970886, -0.25848390, 0.96554570)",Valid,"(-31.43887000, 6.72491500, -36.59322000)",Valid,3.66259800,Valid,"(0.40513850, 0.46798070)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.02970886, -0.25848390, 0.96554570)",True,"(0.03143887, 0.00672492, -0.03659322)",True,"(-0.02970923, -0.25848710, 0.96555780)","(0.03143887, 0.00672492, -0.02159322)",True,0.00366260,True,784848415434
0.091647,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704651342,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.42057840, 0.39701770)",Valid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.40073980, 0.49904400)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848423766
0.099979,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704659674,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.50071450, 0.40554200)",Valid,"(0.22792050, -0.49443050, 0.83879090)",Valid,"(-30.98126000, 6.64376800, -37.12187000)",Valid,5.23945600,Valid,"(0.35322230, 0.52243130)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(-0.22792050, -0.49443050, 0.83879090)",True,"(0.03098126, 0.00664377, -0.03712187)",True,"(-0.22792290, -0.49443560, 0.83879950)","(0.03098126, 0.00664377, -0.02212187)",True,0.00523946,True,784848432098
0.10831,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704668005,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.51091250, 0.41547180)",Valid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848440429
0.116642,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704676337,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848448761
0.124973,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704684668,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848457092
0.133305,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704693000,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.48563630, 0.40755830)",Valid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(NaN, NaN)",Invalid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848465424
0.141636,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,2704701331,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.47218310, 0.41103400)",Valid,"(NaN, NaN, NaN)",Invalid,"(NaN, NaN, NaN)",Invalid,NaN,Invalid,"(0.44267990, 0.53851950)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(NaN, NaN, NaN)",False,"(NaN, NaN, NaN)",False,"(0.00000000, 0.00000000, 0.00000000)","(NaN, NaN, NaN)",False,NaN,False,784848473755
0.149968,"(0.09678806, -0.45634340, 0.88452400)","(-0.00271971, 0.00953702, -0.02728559)",True,2704709663,"(0.06224060, -0.41033940, 0.90979000)",True,"(-0.03684039, 0.00926418, -0.03632831)",True,"(0.06224153, -0.41034550, 0.90980360)","(-0.03684039, 0.00926418, -0.02132831)",True,0.00387151,True,"(-0.06224060, -0.41033940, 0.90979000)",Valid,"(36.84039000, 9.26417500, -36.32831000)",Valid,3.87150600,Valid,"(0.47361580, 0.40258170)",Valid,"(-0.13095090, -0.50053410, 0.85574340)",Valid,"(-31.40097000, 9.80986000, -48.24287000)",Valid,3.32003800,Valid,"(0.42881000, 0.51869480)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.13095090, -0.50053410, 0.85574340)",True,"(0.03140097, 0.00980986, -0.04824287)",True,"(0.13095230, -0.50053920, 0.85575230)","(0.03140097, 0.00980986, -0.03324287)",True,0.00332004,True,784848482087
0.158299,"(0.07752742, -0.38651450, 0.91901910)","(-0.00255082, 0.00771185, -0.02235049)",True,2704717994,"(0.11523440, -0.40458680, 0.90719600)",True,"(-0.03716778, 0.00942198, -0.03778980)",True,"(0.11523590, -0.40459200, 0.90720780)","(-0.03716778, 0.00942198, -0.02278979)",True,0.00358905,True,"(-0.11523440, -0.40458680, 0.90719600)",Valid,"(37.16779000, 9.42198200, -37.78979000)",Valid,3.58905000,Valid,"(0.47079600, 0.40933430)",Valid,"(-0.03967285, -0.36770630, 0.92909240)",Valid,"(-32.06615000, 6.00172400, -36.91118000)",Valid,3.83940100,Valid,"(0.43932570, 0.51837110)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.03967285, -0.36770630, 0.92909240)",True,"(0.03206615, 0.00600172, -0.03691118)",True,"(0.03967296, -0.36770730, 0.92909500)","(0.03206615, 0.00600172, -0.02191118)",True,0.00383940,True,784848490418
0.166631,"(0.02307204, -0.42170010, 0.90644180)","(-0.00243558, 0.00800228, -0.02356786)",True,2704726326,"(0.03613281, -0.40040590, 0.91561890)",True,"(-0.03691244, 0.01016309, -0.04067880)",True,"(0.03613302, -0.40040820, 0.91562420)","(-0.03691244, 0.01016309, -0.02567880)",True,0.00346292,True,"(-0.03613281, -0.40040590, 0.91561890)",Valid,"(36.91245000, 10.16309000, -40.67880000)",Valid,3.46292100,Valid,"(0.46481670, 0.40688510)",Valid,"(-0.00999451, -0.44268800, 0.89660640)",Valid,"(-32.04129000, 5.84147600, -36.45692000)",Valid,3.20851100,Valid,"(0.43310050, 0.53495340)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.00999451, -0.44268800, 0.89660640)",True,"(0.03204129, 0.00584148, -0.03645692)",True,"(0.00999463, -0.44269340, 0.89661740)","(0.03204129, 0.00584148, -0.02145692)",True,0.00320851,True,784848498750
0.174962,"(0.04558921, -0.37685150, 0.92515110)","(-0.00248359, 0.00777338, -0.02277122)",True,2704734657,"(0.07896423, -0.37168880, 0.92498780)",True,"(-0.03701190, 0.00988536, -0.03981180)",True,"(0.07896461, -0.37169060, 0.92499230)","(-0.03701190, 0.00988536, -0.02481180)",True,0.00348019,True,"(-0.07896423, -0.37168880, 0.92498780)",Valid,"(37.01190000, 9.88536100, -39.81180000)",Valid,3.48019400,Valid,"(0.46934490, 0.40362810)",Valid,"(-0.01216125, -0.38157650, 0.92424010)",Valid,"(-32.04472000, 5.66140700, -35.73065000)",Valid,3.84400900,Valid,"(0.43387400, 0.52178670)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.01216125, -0.38157650, 0.92424010)",True,"(0.03204472, 0.00566141, -0.03573065)",True,"(0.01216145, -0.38158260, 0.92425480)","(0.03204472, 0.00566141, -0.02073065)",True,0.00384401,True,784848507081
0.183294,"(0.04852551, -0.41067210, 0.91049090)","(-0.00248870, 0.00787708, -0.02341978)",True,2704742989,"(0.07492065, -0.44219970, 0.89376830)",True,"(-0.03700507, 0.01003764, -0.04061674)",True,"(0.07492157, -0.44220510, 0.89377930)","(-0.03700507, 0.01003764, -0.02561674)",True,0.00296541,True,"(-0.07492065, -0.44219970, 0.89376830)",Valid,"(37.00507000, 10.03764000, -40.61674000)",Valid,2.96540800,Valid,"(0.46857290, 0.42031830)",Valid,"(-0.02203369, -0.37832640, 0.92539980)",Valid,"(-32.02766000, 5.71650700, -36.22282000)",Valid,3.82684300,Valid,"(0.43487920, 0.52395080)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.02203369, -0.37832640, 0.92539980)",True,"(0.03202767, 0.00571651, -0.03622282)",True,"(0.02203390, -0.37833000, 0.92540850)","(0.03202767, 0.00571651, -0.02122282)",True,0.00382684,True,784848515413
0.191625,"(0.08949301, -0.41832850, 0.90387630)","(-0.00277914, 0.00692824, -0.01832249)",True,2704751320,"(0.15872190, -0.46324160, 0.87188720)",True,"(-0.03760663, 0.00815128, -0.03034689)",True,"(0.15872410, -0.46324790, 0.87189910)","(-0.03760663, 0.00815128, -0.01534689)",True,0.00413345,True,"(-0.15872190, -0.46324160, 0.87188720)",Valid,"(37.60663000, 8.15127600, -30.34689000)",Valid,4.13345300,Valid,"(0.46512200, 0.40149370)",Valid,"(-0.01956177, -0.37013240, 0.92877200)",Valid,"(-32.04836000, 5.70520000, -36.29808000)",Valid,3.83752400,Valid,"(0.43517950, 0.52346420)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.01956177, -0.37013240, 0.92877200)",True,"(0.03204836, 0.00570520, -0.03629808)",True,"(0.01956179, -0.37013280, 0.92877290)","(0.03204836, 0.00570520, -0.02129808)",True,0.00383752,True,784848523744
0.199957,"(0.04684421, -0.36935710, 0.92810610)","(-0.00250662, 0.00755972, -0.02221729)",True,2704759652,"(0.07405090, -0.38194270, 0.92120360)",True,"(-0.03703780, 0.00964867, -0.03907317)",True,"(0.07405165, -0.38194660, 0.92121290)","(-0.03703780, 0.00964867, -0.02407316)",True,0.00367244,True,"(-0.07405090, -0.38194270, 0.92120360)",Valid,"(37.03780000, 9.64866600, -39.07317000)",Valid,3.67244000,Valid,"(0.46766510, 0.40756500)",Valid,"(-0.01959229, -0.35641480, 0.93411250)",Valid,"(-32.02457000, 5.47076400, -35.36142000)",Valid,4.02064500,Valid,"(0.43453810, 0.52006100)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.01959229, -0.35641480, 0.93411250)",True,"(0.03202457, 0.00547076, -0.03536142)",True,"(0.01959247, -0.35641810, 0.93412110)","(0.03202457, 0.00547076, -0.02036142)",True,0.00402065,True,784848532076
0.208288,"(0.04932719, -0.36169720, 0.93098980)","(-0.00248236, 0.00766911, -0.02273920)",True,2704767983,"(0.06965637, -0.35958860, 0.93049620)",True,"(-0.03700299, 0.00966814, -0.03920139)",True,"(0.06965710, -0.35959240, 0.93050590)","(-0.03700299, 0.00966814, -0.02420139)",True,0.00369745,True,"(-0.06965637, -0.35958860, 0.93049620)",Valid,"(37.00299000, 9.66813700, -39.20139000)",Valid,3.69744900,Valid,"(0.46814050, 0.40350590)",Valid,"(-0.02897644, -0.36364750, 0.93107600)",Valid,"(-32.03828000, 5.67009000, -36.27702000)",Valid,3.81362900,Valid,"(0.43649120, 0.52326890)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.02897644, -0.36364750, 0.93107600)",True,"(0.03203828, 0.00567009, -0.03627702)",True,"(0.02897671, -0.36365080, 0.93108460)","(0.03203828, 0.00567009, -0.02127702)",True,0.00381363,True,784848540407
0.21662,"(0.05227306, -0.36514070, 0.92948370)","(-0.00248391, 0.00765582, -0.02276646)",True,2704776315,"(0.06976318, -0.37458800, 0.92454530)",True,"(-0.03703349, 0.00965414, -0.03926776)",True,"(0.06976433, -0.37459420, 0.92456050)","(-0.03703349, 0.00965414, -0.02426776)",True,0.00356342,True,"(-0.06976318, -0.37458800, 0.92454530)",Valid,"(37.03349000, 9.65414400, -39.26776000)",Valid,3.56341600,Valid,"(0.46701820, 0.40774360)",Valid,"(-0.03475952, -0.35552980, 0.93400570)",Valid,"(-32.06567000, 5.65750100, -36.26517000)",Valid,3.92144800,Valid,"(0.43849670, 0.52201080)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.03475952, -0.35552980, 0.93400570)",True,"(0.03206567, 0.00565750, -0.03626517)",True,"(0.03475993, -0.35553400, 0.93401680)","(0.03206567, 0.00565750, -0.02126517)",True,0.00392145,True,784848548739
0.224951,"(0.06075043, -0.35112540, 0.93435560)","(-0.00249263, 0.00757382, -0.02239794)",True,2704784646,"(0.08064270, -0.35406490, 0.93173220)",True,"(-0.03705498, 0.00951576, -0.03863353)",True,"(0.08064310, -0.35406670, 0.93173680)","(-0.03705498, 0.00951576, -0.02363353)",True,0.00374443,True,"(-0.08064270, -0.35406490, 0.93173220)",Valid,"(37.05498000, 9.51576200, -38.63353000)",Valid,3.74443100,Valid,"(0.46841590, 0.40293890)",Valid,"(-0.04083252, -0.34803770, 0.93658450)",Valid,"(-32.06972000, 5.63188200, -36.16235000)",Valid,3.92494200,Valid,"(0.43974770, 0.52050040)",Valid,"(0.00000000, 0.00000000, 0.01500000)","(0.00000000, 0.00000000, 0.00000000, 1.00000000)",True,"(0.04083252, -0.34803770, 0.93658450)",True,"(0.03206972, 0.00563188, -0.03616235)",True,"(0.04083277, -0.34803980, 0.93659010)","(0.03206972, 0.00563188, -0.02116235)",True,0.00392494,True,784848557070
